label,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,f63,f64,f65,f66,f67,f68,f69,f70,f71,f72,f73,f74,f75,f76,f77,f78,f79,f80,f81,f82,f83,f84,f85,f86,f87,f88,f89,f90,f91,f92,f93,f94,f95,f96,f97,f98,f99,f100,f101,f102,f103,f104,f105,f106,f107,f108,f109,f110,f111,f112,f113,f114,f115,f116,f117,f118,f119,f120,f121,f122,f123,f124,f125
hello,0,0,0,0.41327123460001264,-0.21458863731192745,-0.05753287322474756,0.6676662746962126,-0.559518955384295,-0.055931992316695885,0.7795130223665264,-0.9497700685360286,-0.07033986987307678,0.8194668191878455,-1.2646666060466354,-0.07004880438190009,0.4077960099511272,-0.9356402665430466,0.10061418738395181,0.4728587711872992,-1.2809663839876226,0.0004215417344317375,0.4740423408873783,-1.0042537368794557,-0.06723514369175225,0.4228413924859222,-0.7778947801416112,-0.09027805158082332,0.21473161394526621,-0.9729125520670104,0.08562417884521753,0.2925668562618389,-1.3474154737540565,-0.030439270556199983,0.2974981512675181,-0.979402896087922,-0.07984810128075921,0.23496450090078608,-0.7429746148451993,-0.0770829538065386,0.009190997400999905,-0.9681614871326049,0.0459661364050524,0.09588828778914026,-1.3713603050451442,-0.07960553980258535,0.12500420548383925,-0.9958029490930737,-0.0432220128972967,0.07256881361627054,-0.7587753734140085,0.02302025954929796,-0.22005561614055855,-0.9155372512565326,0.000007143168897033404,-0.10536207265082713,-1.2275241921916773,-0.08571797493630437,-0.04901882459325479,-0.974417119769848,-0.03715809788169818,-0.08059096599621696,-0.7835988263025546,0.027240750584519715,0,0,0,-0.40532480511231533,-0.0780373824476912,-0.059856679248020954,-0.7095685969385119,-0.4535025377098463,-0.05088710421085835,-0.7706364132918534,-0.9407782597027937,-0.06542726598095039,-0.6039700191012113,-1.2029325643714377,-0.054002853161592354,-0.5718477041658683,-0.866355941802898,0.17118088431177106,-0.6479524603436817,-1.1759909303384366,0.013422446658247463,-0.5982903127574161,-0.8416129909057187,-0.07406639070940023,-0.5537186973638386,-0.6736093908552144,-0.1019665195025915,-0.3638790202579637,-0.9200715737852185,0.14512187198522422,-0.4461067983442736,-1.2436223830800421,-0.023341041755099677,-0.39036552147967984,-0.7926230758322634,-0.05787392991573567,-0.34243747042068395,-0.6369480715070304,-0.02116945651529469,-0.15123408305903754,-0.9461448090121181,0.07785000645093954,-0.23581146740182532,-1.2844173752832426,-0.1057431848974206,-0.19390953682933867,-0.8165281839466506,-0.04352260141538508,-0.12894000328964017,-0.6172738753052635,0.06765301516045746,0.09156812978615252,-0.9386656736492253,0.00193164293853685,-0.007653524158908073,-1.1958845896910457,-0.09361062885208432,-0.0014292115654075293,-0.8767404316473243,-0.02910045648221406,0.05406896765517641,-0.720876182558942,0.058447390622783264
hello,0,0,0,0.3947476143576502,-0.04962334767131028,-0.11012459098517179,0.6987757040969041,-0.5416479948426759,-0.11554220106116256,0.7238874968231196,-1.0585061367565523,-0.10928392629982889,0.5108048757937717,-1.2551901834412424,-0.07290187435768875,0.396183560302827,-0.9591861622491178,-0.03764070866267245,0.5056738686734977,-1.306242474826425,-0.16710288700756565,0.5097602405887014,-0.9045124145388289,-0.20269100499842446,0.4507924966629026,-0.7624114122426469,-0.2060536433844725,0.17700199580730683,-0.9836415365011886,-0.033460740425327,0.3118778352954203,-1.3377723824922245,-0.19503160207286244,0.3240423394971272,-0.8289182794870951,-0.21128443230083477,0.21322453834520436,-0.7190689032088359,-0.1782183490766517,-0.028173721917319924,-0.9746096351739845,-0.05151165561550659,0.10160897135234014,-1.3181236329241846,-0.2282845268119975,0.13888347701178927,-0.8246576660022226,-0.15150392066063126,0.031227753242883335,-0.6989461188657438,-0.056088601006154475,-0.2751021164844715,-0.9681232891898292,-0.07477001471034124,-0.09939960453319906,-1.2041063005938955,-0.18046012157089944,-0.058958624740844186,-0.8641261498562018,-0.10872348317626696,-0.1541268460338021,-0.7490084901555839,-0.03110221233955781,0,0,0,-0.39993090816338805,-0.06825853298958011,-0.06097685438614613,-0.7054708701828675,-0.4390142127683412,-0.05119741615865496,-0.7625525263134426,-0.9210008581267114,-0.06337469352123372,-0.5957202834306317,-1.184455144166914,-0.0491757142848222,-0.5690925166022984,-0.8714492797591703,0.16352693790362785,-0.6465150925609667,-1.1788342838032828,-0.00012850048282141252,-0.6008947572681943,-0.8555521703871455,-0.08970394144930086,-0.55393743500105,-0.6808967153471694,-0.11640930574820134,-0.35960337005541015,-0.9228094672562929,0.13823206352705744,-0.44424133046801967,-1.245082489753523,-0.03949031167829608,-0.39032031154485963,-0.795316729107399,-0.07517583362255764,-0.3443058993413911,-0.6299687088895126,-0.03516479323382736,-0.14733730156275154,-0.9498349877095017,0.07179774481190034,-0.22956400596708149,-1.2728883092296497,-0.11998256011537115,-0.19076664945127214,-0.8080155985133546,-0.061352986424795586,-0.1299638243242766,-0.6067995602405075,0.05064032286047393,0.09286611249963748,-0.9438449518175723,-0.0029805287776005504,-0.004409717288221934,-1.19113606807785,-0.10634776849172307,0.0025954259639993415,-0.8761868931028569,-0.04691891683032011,0.05518046065301833,-0.7217764290755629,0.039379871259057245
hello,0,0,0,0.3950218539474737,-0.1175039684055035,-0.09354202845306869,0.6629238583010041,-0.5531018864438008,-0.09796640347434998,0.7101678068066464,-1.039116952593762,-0.10257137593610723,0.5554641848917475,-1.2863761410746462,-0.0839257684296366,0.39323188774957224,-0.9422477182477338,0.026435419185360458,0.48686078127246546,-1.2592601036909645,-0.10455783121672957,0.4903137359497925,-0.8981539672644727,-0.15123954973879022,0.4246959406192737,-0.7274710465155861,-0.15403864493296557,0.1975674608110631,-0.9799966242137917,0.023952347656153086,0.3147013754250234,-1.3286522611918434,-0.13760522979399445,0.3257541874533257,-0.8597989253105868,-0.16830499763712062,0.22286415771435628,-0.7092372326458463,-0.1376955382279502,-0.0017145877481330647,-0.9839675920314856,-0.0031074752286734315,0.11826311487538711,-1.338004784064546,-0.19015604457883745,0.1486940944345519,-0.8552504186901315,-0.12938852222450892,0.05195758832790956,-0.6842358327622642,-0.02941108761480738,-0.24520353267498482,-0.9618983361341508,-0.03336142835285146,-0.08277952559922343,-1.238278939601523,-0.14825985710413897,-0.04036041955669245,-0.914589266864688,-0.08243592696916983,-0.11714067536151683,-0.7692851045066775,0.0024907197129824246,0,0,0,-0.3992381455712383,-0.13215809849358287,-0.03319514799700679,-0.6638126195841015,-0.4404014039361835,-0.03151897566801715,-0.7540488305154877,-0.85664612271365,-0.06141073414929108,-0.6663629860813949,-1.1758943167751765,-0.06769638348538423,-0.5460522739584595,-0.832679730222083,0.23001063697324503,-0.6059769914951345,-1.1939727555222452,0.11668268687113384,-0.5495992149079212,-0.9420406718859432,0.030243357193953442,-0.4900722376371418,-0.7158339965976499,-0.0001893006998900531,-0.3582734396553226,-0.9124247474306721,0.19779085599091223,-0.42756093763647046,-1.322047980295946,0.0692376707980965,-0.36836308090520226,-0.9457934720145588,0.015448799738533038,-0.30669777317935554,-0.6958523134951647,0.03459675366182686,-0.1647254653931866,-0.9376504389749636,0.130743923120837,-0.22254933917717112,-1.3356478700027068,0.0008724940047891491,-0.19322107751005393,-0.9713436776815438,0.035807322979748084,-0.13708569375261573,-0.7183352809295431,0.11966255209854512,0.06559283400960816,-0.9170730985253901,0.055967963886449174,0.008573335907131696,-1.2560847268374284,0.0051560483302041035,-0.010205913564031307,-1.037741681582456,0.06267265816621895,0.0061738692711008035,-0.8563698965465604,0.13688989577284918
hello,0,0,0,0.4446746128336661,-0.1511128071547462,-0.0626864273525164,0.7382860822412013,-0.45484760581440076,-0.07186146147476652,0.8396037125038576,-0.8907215259097684,-0.0933359949277266,0.7059425583901813,-1.165185198284352,-0.10444522743588262,0.4971344999672506,-0.8733980267024057,0.05966385374955018,0.5957818194352683,-1.243488673178867,-0.04403879883683672,0.5849720929787039,-0.9629080437159543,-0.11902608223391935,0.5147062354566144,-0.7378369672956963,-0.15086591663168347,0.3039514906496828,-0.9516377541243698,0.04471103059605385,0.408508052573247,-1.350598099003197,-0.07434119388792439,0.4028208555776457,-0.987749626630559,-0.13578910402636726,0.3171050485970197,-0.7513018501089802,-0.1462040017814127,0.10090450710720911,-0.9866889806983723,0.010695222370699666,0.2140029832693878,-1.4332894425639007,-0.11357064930518966,0.23237691563555685,-1.0593278255320133,-0.0850040756941768,0.1573835323713091,-0.8111610562787234,-0.029011583041761914,-0.1381625987031826,-0.9853402357235712,-0.02913557249358178,0.0006975159496574732,-1.3045664938238886,-0.11684391523950814,0.040804065346894826,-1.0508704961180888,-0.07151429924577844,-0.013978321758869566,-0.850068263692384,-0.011969584982719283,0,0,0,-0.4000468685126364,-0.13587121264101776,-0.04484644678478354,-0.6525145685312357,-0.4751923738772849,-0.045578887703043656,-0.7375096339137271,-0.907510164989515,-0.0779283607843838,-0.711693268382499,-1.2267090532460025,-0.08896380362944353,-0.5487921136449834,-0.8617650964422948,0.18682462390740778,-0.6495664684893321,-1.1772625606518576,0.040873560038120794,-0.577095860972308,-0.8653275909642877,-0.04155046022716738,-0.5105009633745203,-0.6926293434485123,-0.06367017983933601,-0.3630673992317525,-0.9195607101850196,0.15030024583850005,-0.4633804149162161,-1.2250075934440172,-0.0035978121201446895,-0.38587698834071477,-0.8204084933692036,-0.04267353856558214,-0.31734359699170067,-0.6641756453713731,-0.012680080294840013,-0.16247117173856487,-0.9435379282174865,0.07544477526071149,-0.269228344180589,-1.2651804238275781,-0.0938955786235239,-0.20744366794434893,-0.8485185155042212,-0.04030531406174904,-0.13368373234455047,-0.6507008785096686,0.06113776039361455,0.06515406648000381,-0.9262586655719247,-0.0068937965554959355,-0.04381356007937016,-1.2001123539473644,-0.09052635331006209,-0.03375195790392192,-0.9223301422010055,-0.02487522085623734,0.019874217805655656,-0.7555518447325175,0.06216317573882222
hello,0,0,0,0.4471976775688108,-0.01826804224392907,-0.07689533175747659,0.7791443015938033,-0.43317435990582703,-0.06382372260968866,0.7860520786544495,-0.9771813714388943,-0.053289811213566074,0.5318537460956028,-1.1484351597857507,-0.019377822132354935,0.4907052027720174,-0.8774525268731617,0.09461578264695752,0.6074987924027163,-1.1890496858810824,-0.03250929207976282,0.5859065334917247,-0.8156953551562799,-0.08766865253639837,0.5148506808320761,-0.6243391816987034,-0.09796314327782824,0.26346563255000394,-0.9609554356034476,0.08456069565238009,0.3981813525557395,-1.336029045705806,-0.0865673716299008,0.3680536551572224,-0.814155163623255,-0.1269792741669944,0.25920900484948256,-0.6374014126310678,-0.09283983659101451,0.03969446905719044,-0.9964393564608999,0.0482426659450135,0.1757464945856365,-1.343774189193599,-0.15159029270206378,0.165707656025594,-0.8257873970538215,-0.09513814750366774,0.053718237595915694,-0.6610900633898206,0.009051750414803772,-0.23553009300674646,-1.0097263038628368,0.011583478289854078,-0.06197891240656022,-1.264892576463574,-0.097771622534725,-0.05701089296107201,-0.9113866976318687,-0.022992866333576716,-0.15059862957703535,-0.7863498369941478,0.06751492118423813,0,0,0,-0.34808803562193635,-0.007281136498627267,-0.08434689382370555,-0.6881278069707503,-0.4435656723423468,-0.08584711586668063,-0.7264980427672532,-0.9820956012202771,-0.09968786447297706,-0.5586677253120169,-1.2644747811290988,-0.07747491124998622,-0.526389508728315,-0.936352838251651,0.07269243307722734,-0.6234145557158706,-1.2555465354467856,-0.12582076143569698,-0.5752814419878178,-0.8682688635580258,-0.21564047382438675,-0.5247067433348939,-0.7493979838370336,-0.2440962927979657,-0.2934859161529125,-0.9545066954819326,0.05275400743116044,-0.3957659268664777,-1.251293061184501,-0.15185685871252194,-0.34929653880820116,-0.754503399188232,-0.16985953404624762,-0.3055989883358377,-0.691593382850927,-0.12146528401758938,-0.07161255475022711,-0.9649601961166042,-0.009523337685740532,-0.16734774700503482,-1.26882068459526,-0.22222211683955762,-0.13328879699533852,-0.7644798682013989,-0.13191843847546744,-0.07204146779742908,-0.6611301711957803,-0.0043330545919364446,0.17497748353476167,-0.9842270117381322,-0.08241112728432716,0.06625269945577335,-1.21167105010254,-0.19047547635839324,0.07672350893012217,-0.8540389202825742,-0.11430292943124717,0.13257498044704918,-0.7442323337237585,-0.020030937234048644
hello,0,0,0,0.3946882783336747,-0.14859666801856458,-0.08114385182963665,0.6736929584193664,-0.5072809313388561,-0.08599103598786965,0.7295063824259733,-0.9614049898716386,-0.09846803132596597,0.5536640769541338,-1.202264904706277,-0.10223805295845353,0.4217502886299785,-0.9073476054593945,0.06965722328151687,0.5090658410163991,-1.242427554492164,-0.04770730723505574,0.48544071341309597,-0.9458960483270069,-0.12072913142366883,0.4175527128150458,-0.7207788891408949,-0.14281073765392552,0.2169200697548079,-0.9739389700541515,0.06624625232741695,0.3271888489133105,-1.3538635578276117,-0.0673653056503221,0.2967730413378093,-0.9322592981067419,-0.11866460575881377,0.213372910058032,-0.6904852758709469,-0.10537974114905402,-0.002664272269290878,-0.9921499499652574,0.039541889594084625,0.10323169638334855,-1.3739601570087492,-0.12512749698862602,0.10252555429068133,-0.9379344514928059,-0.09739087929080308,0.03082964007596972,-0.6846729895897773,-0.01818664926671877,-0.2604903964518738,-0.9696940607307492,0.010520535491888338,-0.15390053870698658,-1.315783414565072,-0.09685230327322164,-0.10470239213232647,-1.0369561512114815,-0.04434120974781735,-0.13145304193851906,-0.8271063983973489,0.03413369530748504,0,0,0,-0.34241720742147574,-0.12696749158722256,-0.05472269842641111,-0.5968943806193964,-0.46009469546170584,-0.06684109088590312,-0.6680331398559313,-0.8669613964640316,-0.10319626826437918,-0.565123488678073,-1.1685512139730256,-0.11535749388608349,-0.4727379774067986,-0.8911879382617319,0.16366530843356517,-0.5312605190920915,-1.1992807281820719,0.024667761910564117,-0.48112673663856315,-0.9347359011871823,-0.05981841633111106,-0.42391501376210533,-0.7172945466810057,-0.08426931067700277,-0.28571970802818103,-0.9487845769618439,0.13480383883119088,-0.36165939001834085,-1.269603345586265,-0.01246890336436018,-0.2994912744813603,-0.8768346376985064,-0.050825970758732554,-0.2308926589654561,-0.6725769508679746,-0.017264873709804788,-0.09111769477711323,-0.953739315687187,0.0696300015191554,-0.15310447887529421,-1.2654900087941912,-0.08581087223813286,-0.12891131649667645,-0.8831044052495056,-0.037251657219797875,-0.07639646881526203,-0.6812613134236861,0.06050908935089638,0.14281910706557085,-0.9104505695117286,-0.0031526203966589813,0.07533764958472565,-1.220834510729273,-0.07296451806424964,0.055417052848669934,-0.9849373446253373,-0.009396483833973592,0.07674259234106362,-0.8278237268742945,0.07365519108403495
hello,0,0,0,0.47163853698526237,-0.16077901354555563,-0.0034582776564508733,0.7563788242919307,-0.4680720564497553,0.041485035818123364,0.8693029926045324,-0.9289469956985184,0.05662151513944033,0.7655957340410927,-1.24467957115121,0.07099748872774768,0.5118927567260462,-0.8223281368620089,0.2737821480167281,0.5898814735822755,-1.1764536539220263,0.22216600897054126,0.5745207702281065,-0.9847343149439093,0.14297547849892375,0.5243555539518481,-0.7446950925860089,0.10686381960184754,0.29440188157662883,-0.92061363966923,0.25651132251640235,0.3958046782139988,-1.3126995134367796,0.17751707087738047,0.3655314264603909,-0.984701486514827,0.0843921678108081,0.29525823459811995,-0.7120171115043626,0.056964970854275515,0.07080107300191521,-0.967081061693652,0.2176520530739616,0.17600558931804522,-1.392957425106693,0.11157405433102281,0.16467040173346634,-1.0091896187000307,0.09464670799441013,0.1028238924345893,-0.7134666273416161,0.1282560550580007,-0.18989220241090476,-0.968550274588355,0.1807553491931367,-0.06801028134786836,-1.2936637143445968,0.1111815201147095,-0.039519519497920694,-1.0302348928341,0.14091476765879057,-0.06882611470832073,-0.7842805503286293,0.1941990950532363,0,0,0,-0.3379690705120848,-0.20104576723920228,-0.04613552709330732,-0.5737255829349982,-0.552417300916085,-0.060990676548539284,-0.6296453877562432,-0.9593754175834142,-0.10245551593320096,-0.49590602045472937,-1.2134800776474273,-0.1184676138588117,-0.39934417698510444,-0.9478741654929325,0.14781441441685392,-0.4942332964753114,-1.2434722473611044,-0.0028557288331079772,-0.4569347764616851,-0.9039801132948487,-0.07755809682035092,-0.40243247360553264,-0.7652567506531116,-0.09764263613558707,-0.2241406033583935,-0.9679385847141667,0.11338380019946036,-0.3241975552121014,-1.2519860789188935,-0.043335724714571595,-0.2780869852610963,-0.8271775802237169,-0.06330456487624289,-0.2174464000280089,-0.722995182246442,-0.020925734046718502,-0.03493923227860933,-0.9676883238189102,0.0422317922606884,-0.14058212858624117,-1.2466740984846667,-0.12300282602353468,-0.1104179734115067,-0.825422722161935,-0.05465062907655238,-0.048615659463104303,-0.6875353080833178,0.05359297456148433,0.17943981807615147,-0.9280239012448417,-0.03639406403798773,0.053117323782734226,-1.1900294190439011,-0.10874928977289969,0.046757720371778444,-0.9082147040379329,-0.03299265276118201,0.10141905465586372,-0.7737391617901305,0.058220746910364586
hello,0,0,0,0.468439900466661,0.000901945421255756,-0.03488104093077434,0.8070808061712339,-0.4035130625609813,0.02573875218315232,0.8106414959917599,-0.9753855731278905,0.0809087687376567,0.6004158236920907,-1.1812824911889763,0.1556691772741886,0.568851625837767,-0.8180526268156058,0.18745557770195265,0.6530293065986764,-1.1095586626427265,0.08609446234259628,0.6030337032502684,-0.8107790742901047,0.0265310132087555,0.5408066691794327,-0.6070149117450842,0.010535788476521668,0.3161115350268369,-0.9320668956250332,0.17698813379119596,0.40364927869795625,-1.2822957081020676,0.046361489172740175,0.3557432308907444,-0.7805054270363783,0.005593174544364149,0.28948925862196556,-0.5693178742151842,0.03310916107122794,0.07213666073852468,-0.9850728756005883,0.13982401757290044,0.16507547153794264,-1.3427571864432262,-0.04155522421035291,0.1428621222979886,-0.8100392260718491,0.011159992843131968,0.06694205835498385,-0.6022932712485687,0.1127431671104718,-0.21254854662405548,-0.9977357222882638,0.10582890897055237,-0.09309185935903341,-1.2821768108739366,-0.0012865719602263848,-0.10269451323232527,-0.9212871397337962,0.07015325810258567,-0.16445588270918787,-0.7662827109858579,0.1628715447059652,0,0,0,-0.31975867495797006,-0.1869845503998117,-0.07273093433596059,-0.5741068775710627,-0.5744855553006512,-0.09486746262492471,-0.596455600655706,-1.0049688685443983,-0.13684896102780686,-0.3999954050075715,-1.233662707640206,-0.1450985880023449,-0.3742377402267666,-0.9738617141470128,0.10101561967184088,-0.47521472531761494,-1.2744226352676564,-0.061777245907184315,-0.4526032577148881,-0.9170011056181508,-0.12584942915446912,-0.4023410173933692,-0.8347398953715206,-0.1406071234526313,-0.1869011795431121,-0.9795303709826756,0.07475427350951469,-0.28613186800255225,-1.2418108755103052,-0.09972558700926902,-0.2601821976123785,-0.7996649057571356,-0.09844231267680599,-0.2001919537927963,-0.7679623655447338,-0.03730331599861267,0.005527740438143517,-0.9692139994184763,0.007628565747687827,-0.09674022973675024,-1.2076900190337043,-0.17287237308682482,-0.08509329298481988,-0.7789917403951857,-0.08730529433071438,-0.019445059307873224,-0.7225917769028356,0.03508725719700586,0.2224457969125761,-0.9313161904944238,-0.07016437689884845,0.10422788708222253,-1.17048023020989,-0.14207372770240967,0.08583773578605676,-0.8857140161394711,-0.05833989548633606,0.1441774050689599,-0.7966601863964872,0.03790588559476376
hello,0,0,0,0.47819263986778876,-0.06547936543201914,-0.02492894663496813,0.8084746866625266,-0.4459373844113705,0.025721954327190072,0.8509842010057268,-0.9777854548492168,0.0599248708000456,0.6728524083815706,-1.214682852034046,0.10554520580413702,0.5222213627796722,-0.8413078238447164,0.21069389763252677,0.6071907219632362,-1.147839669771133,0.11955188093155891,0.5745821946613429,-0.8517366241571283,0.05612729196552389,0.5136512790432832,-0.6275853389893319,0.03780517982735852,0.2847056899962828,-0.9387540025600556,0.19412262300210031,0.39996716241873675,-1.3169577442239278,0.061256497205155386,0.3552729878543943,-0.8400022539810041,0.0016880535139688541,0.2721290327690473,-0.6080067779315245,0.01728835886883255,0.04507986124600589,-0.9873022512782227,0.15289171187235245,0.17723484917233323,-1.367165832030857,-0.0289977862210026,0.15350060637721255,-0.8541474900658869,-0.0014175198979140147,0.062493709674171644,-0.6210020353663994,0.08611340915079507,-0.24064694595919103,-0.9992376931766725,0.11688864058858403,-0.10474400506582197,-1.3215315274790929,0.005309938092328363,-0.09752118165938135,-0.9808400295356987,0.06209492564403597,-0.15571957645573573,-0.7943244636797688,0.14598701514861182,0,0,0,-0.369326183083291,-0.18819767762442946,-0.04240444388884061,-0.6128606694863905,-0.5424269991366945,-0.052048860566741476,-0.6613720212218099,-0.9701714103157659,-0.08905761117842739,-0.5661886501152833,-1.2752666162741724,-0.0995788019689795,-0.4185858836060612,-0.9397858690362665,0.16105138633296906,-0.5050253295711902,-1.2676578301554267,0.01581973500090957,-0.46976949997677137,-0.9152443296662622,-0.05938601184548092,-0.4116606467244971,-0.7537761797628996,-0.07982849582109294,-0.2372064949330495,-0.9630982240187717,0.12718053960203657,-0.3289454545520496,-1.2739238893120408,-0.021938878657526775,-0.2879786628325534,-0.8413989343277973,-0.04526546230232017,-0.21598722276573984,-0.721159354857667,-0.008827768366635465,-0.04492071117450251,-0.9661925459011812,0.0564855206241143,-0.14246381811240713,-1.2886310934110325,-0.09967110011144238,-0.12573664573491508,-0.8592431821365225,-0.028514621781607487,-0.056348369898123474,-0.7024560829236918,0.07743561302287041,0.18063218678035423,-0.9327792026314811,-0.02198502324870082,0.0677496500437995,-1.2414283485206203,-0.09201093669448462,0.04336580869411822,-0.9483950340512063,-0.014313323683949554,0.09474439716268222,-0.7866080474231181,0.07655884787033397
hello,0,0,0,0.3758634675094251,-0.1887620683554604,-0.037089587701221075,0.5919078825506516,-0.5075757502005462,-0.028284811605210847,0.6805683025515955,-0.8391776874932906,-0.042543465771386735,0.6580884927006801,-1.1130718681949692,-0.04852886492457249,0.3547112896879272,-0.9339321430873398,0.11702865248626726,0.4316446033958039,-1.2771559750894712,0.01606260258977124,0.44421180824340734,-1.0477455707907066,-0.06623085502433458,0.38704233111834113,-0.8191598552690706,-0.09752131304295822,0.19007063742748123,-0.9774350074525094,0.09216267679610785,0.2621252953138295,-1.347778187891448,-0.009843312016504301,0.269714942794387,-1.0400521065770103,-0.06854182347458004,0.20922552211687076,-0.7922331290498594,-0.0769999480760421,0.0006298746515392011,-0.9776270982984707,0.043701741458060425,0.07382478964460196,-1.3745367349882616,-0.06923510985831277,0.08862747495958945,-1.051106762066304,-0.053243231430123245,0.026997000117906598,-0.7947090551819669,-0.004724524994325367,-0.21584242739856804,-0.9385901468375393,-0.009854867273889619,-0.12759641085127318,-1.2531733134125804,-0.08878587056693034,-0.08996825843696689,-1.0383626104643295,-0.05074739131573541,-0.13157253195118246,-0.831916759790279,0.0028814377748728657,0,0,0,-0.4301905125241941,-0.10088057449907833,-0.05668600069585934,-0.7426266710250199,-0.44583599639151705,-0.06370411195209826,-0.8782103343522821,-0.857705337855377,-0.09192482883940623,-0.8657470058263491,-1.181211273186144,-0.09790504236673396,-0.6021644727903023,-0.8320098071255396,0.12741583468423115,-0.6600054451831873,-1.2569163724451018,0.0008357830392249809,-0.5730237018224154,-1.0126020481606568,-0.09454425594718924,-0.5132801619586588,-0.7520376033193421,-0.13610925998933077,-0.3834463218021597,-0.9182580038958192,0.09884916073321147,-0.44204750594291303,-1.3223564900857527,-0.029478469560403817,-0.3656683047118172,-0.9921213390363935,-0.09197425279352367,-0.3357924585775375,-0.7268639963386556,-0.09765792259614672,-0.16251241512530154,-0.9521502681296502,0.041073309388978095,-0.22760800874214748,-1.3736300210428527,-0.08609287655932042,-0.17661879290254787,-1.0314015785569766,-0.046109417818716344,-0.1484722756370786,-0.7581189576187555,0.021649948856582692,0.0719432739677299,-0.9343197699333892,-0.0261176831408591,0.01914626236309212,-1.2530387150689661,-0.10299564595016848,0.02509310198325807,-1.019288718516684,-0.049890297233148945,0.03536852887021871,-0.8099443044759503,0.015645015390863423
